GDD5,MTCO,Abies,Alnus,Betula,Picea,Pinus D,Quercus D,Gramineae
394,-24.5,0,0,390,72,202,0,101
375,-24.6,0,0,206,24,169,0,51
375,-24.6,0,43,368,43,96,0,122
524,-12.9,0,8,148,272,396,0,6
637,-13,0,9,225,158,479,0,91
572,-13.4,0,17,95,78,669,0,66
641,-13.1,0,9,91,118,682,0,34
581,-14.2,0,19,251,93,569,0,34
637,-13,0,0,258,52,552,0,32
610,-14.8,0,0,247,88,547,0,25
857,-14.5,0,0,135,58,770,0,28
535,-13.2,0,0,196,114,507,0,18
1129,-13.5,0,85,304,370,190,0,17
1122,-13.5,0,53,336,168,327,0,101
1518,-11.4,0,0,323,15,421,0,175
1428,-11.3,0,54,438,143,250,0,95
1430,-11.4,0,40,294,108,538,0,6
1430,-11.4,0,10,206,167,577,10,20
1430,-11.4,0,10,231,164,558,0,7
1430,-11.4,0,58,214,117,572,0,19
1361,-11.4,0,65,213,409,148,19,43
1430,-11.4,0,20,240,38,662,0,40
1802,-13.7,0,24,90,15,533,0,75
1985,-7.1,0,14,45,45,202,121,268
1631,-11.3,0,18,129,9,121,166,22
1766,-11.8,0,8,165,32,423,157,176
1631,-11.3,0,36,347,27,292,110,45
1722,-11,0,19,150,10,399,333,22
2264,-8.4,0,0,30,0,547,0,272
1859,-10.2,0,24,53,0,260,130,343
1859,-10.2,0,209,37,0,209,144,199
1859,-10.2,0,0,83,20,427,83,281
1859,-10.2,0,55,82,0,398,0,201
1859,-10.2,0,15,0,0,344,20,195
1859,-10.2,0,135,24,0,294,0,400
1859,-10.2,0,31,0,0,396,31,401
2327,-8.8,0,107,0,0,412,0,197
2327,-8.8,0,46,0,0,520,0,279
2327,-8.8,0,0,0,0,537,0,221
2327,-8.8,0,52,0,0,494,0,150
2327,-8.8,0,0,0,0,563,0,315
2532,-1.7,0,0,0,0,538,0,361
2532,-1.7,0,0,55,0,455,55,314
2532,-1.7,0,0,0,0,592,0,212
2500,-2.5,0,0,0,0,517,0,207
2500,-2.5,0,163,41,0,320,0,204
2500,-2.5,0,0,0,0,535,0,268
2500,-2.5,0,0,0,0,515,0,122
2500,-2.5,0,128,0,0,383,0,121
2436,-9.7,0,0,0,0,0,0,0
2448,-9.6,0,0,0,0,526,0,104
1870,-5.3,126,98,37,231,9,0,29
1810,-9.7,0,0,0,43,627,0,0
1908,-14.2,0,18,18,9,826,0,55
2350,-10.5,0,0,0,0,0,0,601
1937,-6,9,266,0,0,167,0,17
3953,3.3,0,15,15,0,49,49,48
3919,2.9,0,0,0,0,0,0,0
3824,2.3,0,0,129,0,259,0,59
3893,2,0,0,0,0,204,0,4
4074,3.8,0,312,2,0,38,0,2
4117,4.1,0,205,0,0,86,3,10
3443,0.8,0,165,0,0,0,0,0
3758,-0.1,0,194,32,0,162,0,41
3888,0.8,0,187,71,0,187,0,22
3534,-1.3,0,428,16,0,16,0,8
3229,-3.9,0,0,170,0,170,0,14
3194,-4.2,0,55,0,0,182,0,10
3208,-3.7,0,351,0,0,31,0,27
3191,-3.9,0,408,0,0,62,0,67
3253,-3.4,0,320,11,0,151,17,10
3307,-3,0,359,0,0,42,21,22
3249,-3.4,0,43,0,0,379,0,13
1832,-13.8,0,9,20,9,840,0,52
1797,-13.2,0,28,237,0,594,11,33
2370,-10,0,0,0,0,715,0,190
2415,-9.6,0,123,245,0,123,0,59
2150,-14.3,0,0,126,0,147,0,17
2221,-14.1,0,0,0,0,505,0,11
1666,-14.3,0,279,31,0,81,0,0
1886,-13.3,0,18,37,99,385,0,153
1740,-14,0,24,57,24,705,0,17
423,-24.3,0,223,164,15,179,0,182
339,-23.6,0,291,147,24,73,0,126
393,-23.3,0,96,415,48,160,0,52
582,-21.6,0,0,138,101,237,0,154
655,-21.1,5,3,244,35,267,0,0
684,-21,3,31,251,73,167,0,71
710,-21.2,0,32,256,43,341,0,20
959,-21.1,11,32,187,43,282,0,0
904,-22.1,22,0,279,0,377,0,37
921,-22,11,32,536,32,148,0,3
596,-22.1,5,28,420,39,450,0,0
825,-21,0,35,96,18,493,0,55
1571,-19,0,0,482,0,87,0,150
1820,-5.8,166,102,22,80,230,25,0
1632,-6.8,0,103,225,19,441,47,44
1920,-7.3,0,42,84,0,755,59,16
1940,-7.7,0,36,125,0,302,463,23
1906,-5.5,0,42,137,0,672,71,16
1906,-5.5,0,53,236,0,545,86,4
1906,-5.5,0,0,114,0,748,41,4
1306,-5.8,0,77,317,38,324,0,33
1389,-5.7,0,142,234,120,191,14,10
1391,-5.7,0,37,92,259,374,0,40
1386,-5.9,0,131,334,82,270,17,15
1541,-4.2,0,31,79,196,529,22,91
1457,-4.5,0,70,62,97,650,8,25
1403,-5,0,179,236,76,307,12,99
1615,-5.9,0,123,149,245,389,11,21
1553,-7.4,0,25,25,86,785,1,9
1596,-7.5,0,103,175,100,425,10,120
1671,-6,0,21,30,54,850,0,7
1633,-7.4,0,33,39,72,764,0,53
1488,-4.9,0,41,266,16,503,8,14
1396,-4.6,0,115,150,130,285,0,31
1462,-4.9,0,287,228,36,295,3,10
2204,-5.5,0,41,76,0,374,0,27
1925,-7.7,0,217,346,56,177,0,18
1378,-8.3,0,48,114,238,524,19,15
1659,-5.5,0,25,42,65,732,14,77
1402,-8.1,0,142,58,120,552,0,34
1261,-8.9,0,120,285,92,395,0,2
1235,-9.4,0,89,291,44,458,0,54
1301,-8.8,0,560,289,19,67,0,12
1289,-8.6,0,147,349,46,395,0,24
1306,-8.5,0,475,233,19,112,0,39
1222,-9.4,0,0,19,464,471,10,3
1239,-9.3,0,191,383,73,245,0,5
2152,-7,0,457,17,0,259,17,37
1804,-9.5,0,100,189,69,306,15,136
2044,-8.1,0,62,31,0,666,16,46
1512,-10.8,0,41,132,132,521,0,146
1458,-11.1,0,40,268,153,268,40,123
1942,-8,0,14,80,7,566,32,64
1752,-9.3,0,35,0,3,840,11,24
1322,-10.3,0,181,423,35,217,0,62
1304,-12.1,0,87,280,269,310,0,9
1285,-9,0,19,77,115,712,0,10
1304,-9,0,169,355,22,81,0,186
1025,-13.4,0,77,360,77,260,0,12
807,-14.8,0,29,234,46,487,0,114
475,-12,0,26,471,26,294,0,6
1289,-8.2,0,155,309,77,407,10,26
464,-11.8,0,19,310,213,428,0,8
2088,-7.4,0,121,0,8,474,60,39
1738,-10.4,0,113,187,74,301,15,135
1703,-10.7,0,8,89,8,623,0,59
1574,-11.1,0,33,450,8,302,16,49
1983,-10.5,0,144,144,0,341,10,0
1826,-12,0,26,116,7,471,7,10
1629,-10.7,0,126,207,0,486,18,27
1806,-10.2,0,13,61,6,489,50,268
1612,-13.2,0,172,340,17,212,9,23
1630,-12.7,0,39,77,39,605,0,108
2018,-10.2,0,26,40,0,429,18,339
2018,-10.2,0,24,31,4,455,12,102
1364,-12,0,43,550,77,155,17,44
1393,-12.5,0,46,137,255,436,18,0
1369,-12.4,0,51,542,85,153,26,37
1485,-13.6,0,74,233,307,195,47,26
1297,-12.4,0,0,109,49,821,5,5
1428,-12.7,0,60,50,340,530,10,0
1604,-12.2,0,6,923,0,39,0,2
1361,-11.4,0,85,218,360,179,0,44
1403,-11.2,0,0,312,0,614,0,0
1429,-11.3,0,81,286,107,402,18,57
814,-13.8,0,16,376,79,314,0,21
2600,-3.9,0,0,0,0,385,70,164
3591,6.2,10,567,10,10,69,35,91
2334,-1.7,64,33,0,98,421,0,103
2451,-2.6,0,526,0,0,80,9,128
2643,-5.6,0,18,18,0,48,558,37
2315,-9.4,0,130,711,0,26,0,15
2058,-10.3,0,12,55,0,595,0,82
1489,-14.3,0,129,47,0,259,24,6
1647,-13.2,0,23,58,59,735,0,0
1649,-13.8,5,27,64,64,679,15,38
1169,-16.5,0,27,338,71,427,9,40
1156,-16.4,43,0,176,88,571,0,15
964,-20.3,17,0,310,27,443,17,14
608,-21.4,8,16,337,33,452,0,0
925,-21.9,0,35,368,0,263,0,7
250,-24.5,0,73,618,0,41,0,44
1192,-8.2,24,12,24,51,494,0,214
985,-8.9,19,72,361,53,80,19,143
306,-23.7,0,40,674,15,64,0,52
347,-23.3,0,205,531,16,22,0,66
403,-9.9,0,28,356,2,382,0,23
618,-16.5,0,18,439,24,108,0,8
314,-23.3,0,0,0,0,0,0,156
671,-15.8,0,0,0,0,0,0,139
886,-16.5,0,45,152,243,452,0,0
568,-11.9,0,36,207,31,678,0,4
1188,-9,0,67,104,61,657,5,75
2091,-7.2,0,0,13,21,617,0,178
1037,-13.2,7,0,14,68,650,0,54
925,-14.7,0,49,196,478,254,0,6
992,-17.9,20,39,99,396,405,0,19
925,-14.7,10,7,339,533,93,0,0
850,-18.8,10,20,397,319,204,0,8
905,-18.9,40,68,235,295,325,0,14
850,-18.8,0,10,216,234,518,0,0
850,-18.8,0,74,251,157,408,0,9
925,-14.7,20,10,187,137,616,0,0
992,-17.9,0,37,318,224,347,0,13
992,-17.9,9,9,258,216,370,0,12
863,-18,0,10,157,119,701,0,0
1173,-18.1,13,27,523,79,213,4,17
999,-19.2,16,16,544,48,224,2,17
862,-20.2,0,17,588,44,258,0,0
545,-13.4,0,77,415,84,178,0,16
1474,-11.1,0,182,286,80,168,4,54
1604,-12.2,0,7,925,0,39,0,2
1574,-11.1,0,17,716,18,98,4,99
1802,-12.1,0,22,113,7,475,7,10
2007,-10.5,0,11,60,11,539,0,4
1820,-10.3,0,0,46,2,158,529,84
2098,-10.5,0,72,57,0,484,48,41
2600,-5.8,0,18,18,0,47,558,36
2638,-4.3,0,0,0,0,522,0,22
1592,-15.1,0,0,31,108,740,0,0
2112,-6.5,0,0,126,0,126,0,6
1248,-15.8,0,47,118,532,224,0,32
1397,-15.9,0,42,52,126,759,0,0
811,-21.4,0,32,240,491,218,0,0
626,-21.7,0,151,517,127,80,0,38
575,-21.1,0,42,586,131,82,0,0
304,-24.7,0,68,214,34,14,0,49
499,-24,0,42,653,17,17,0,44
314,-23.3,0,0,0,0,0,0,152
513,-27.5,16,16,364,93,247,0,0
473,-28,0,15,255,308,158,0,0
351,-27.6,0,255,546,64,46,0,0
644,-13.2,0,0,18,846,0,0,0
1208,-19.8,0,0,644,17,122,0,11
586,-28,0,98,220,286,228,0,71
545,-28.1,0,0,371,495,95,0,7
1242,-19.8,17,0,614,24,121,0,19
905,-22,0,1,228,27,533,0,9
1303,-18.2,19,0,382,9,427,0,4
1235,-20.2,0,14,501,0,220,0,27
1079,-22,25,0,187,25,213,0,55
947,-18.3,63,0,108,18,404,0,30
971,-25.3,0,17,17,0,46,553,37
960,-21.5,0,0,201,19,574,0,0
635,-13.2,9,0,0,884,0,0,4
1094,-19.9,8,0,437,26,350,0,15
824,-19.2,0,0,288,13,368,0,8
1144,-19.8,0,12,104,35,451,0,16
1013,-20.4,0,11,77,22,434,0,28
1114,-20.4,22,22,140,43,541,0,28
868,-24.2,11,92,144,92,216,0,0
784,-25.3,0,31,196,21,301,0,9
671,-26.5,20,114,280,73,332,0,29
690,-27.1,0,116,311,12,151,0,0
562,-27.9,0,93,228,51,288,0,10
537,-28.1,0,51,383,32,290,0,9
416,-28.1,0,106,502,47,35,0,77
331,-27.8,0,157,405,240,21,0,28
332,-27.7,0,139,620,139,32,0,10
0,-26.8,0,312,171,66,118,0,155
1212,-19.7,8,8,360,8,443,0,14
1185,-19,26,0,314,17,425,0,90
1290,-20.4,0,20,194,6,400,0,168
1127,-19.6,28,0,234,28,532,0,18
884,-22.4,5,9,454,9,227,0,27
500,-27.9,5,17,362,52,397,0,26
465,-29.5,17,0,96,34,453,0,0
1496,-19.3,30,0,30,15,601,0,29
1608,-16.5,0,0,204,0,320,0,7
1410,-18.9,0,0,127,0,600,0,8
1270,-19.3,11,0,354,11,406,0,64
1216,-19.4,12,0,213,36,502,0,9
1196,-19.6,0,0,247,0,492,0,12
1147,-19.8,0,0,686,0,223,0,0
1175,-20,13,13,349,13,307,0,61
1013,-22.6,22,22,432,42,277,0,5
992,-21.5,11,23,397,0,169,0,18
960,-21.6,13,27,291,27,357,0,20
1818,-16.7,14,0,74,7,147,0,9
333,-23.5,39,0,78,93,0,0,0
1464,-17.9,101,0,204,0,556,0,0
603,-27.9,6,127,293,63,22,0,59
1213,-18,8,0,73,0,851,0,0
1187,-17.2,9,0,184,36,744,0,0
1337,-18.1,0,0,170,15,511,0,78
1123,-17.3,25,0,271,7,540,0,51
137,-24.8,0,0,32,0,0,0,0
512,-19,26,0,73,79,0,0,0
1209,-17.4,283,0,249,62,56,0,0
1307,-18.7,8,0,133,70,0,0,0
243,-21.7,1,0,13,57,0,0,0
1519,-19,0,0,174,0,371,0,165
1619,-18.8,0,19,38,0,499,0,0
1670,-18.5,0,0,77,0,456,0,33
375,-27.8,0,0,369,0,276,0,79
359,-27.9,0,0,370,0,119,0,81
375,-27.8,0,25,289,25,184,0,24
1768,-16.5,0,20,117,7,459,0,129
1741,-16.6,25,0,25,0,448,0,0
1466,-10.7,86,0,14,195,0,0,7
2690,-8.3,90,0,268,0,0,0,100
2073,-15,222,0,16,0,280,0,121
2171,-9.3,224,0,0,729,5,0,11
2010,-15.1,59,0,401,0,59,0,27
2401,-12.6,0,0,444,0,71,0,33
2230,-11.2,0,0,0,0,0,0,9
2562,-10,501,0,0,0,0,0,0
2313,-13.5,0,0,0,0,501,0,6
926,-14.5,0,0,380,0,63,0,5
1197,-11.9,0,0,0,0,0,0,11
2624,-8.5,501,0,0,0,0,0,15
2123,-13.3,0,0,0,0,509,0,56
1787,-13.5,0,0,0,0,251,0,12
2964,-3,0,0,0,0,10,0,0
3016,-1.4,0,1,0,1,46,0,58
3019,-1.5,1,1,0,1,50,0,238
3012,-1.8,1,6,6,1,107,0,244
2911,-3.7,0,2,0,0,5,0,121
3002,-1.6,0,5,0,1,24,1,157
3027,-1,0,25,0,0,50,0,67
2947,-2.7,10,0,6,0,148,10,0
1461,-25.3,1,0,53,62,314,0,178
1435,-23.4,0,0,68,22,340,0,72
1213,-26.2,0,0,34,0,41,0,38
1440,-25.9,0,0,42,9,158,0,100
1649,-21.4,0,0,21,3,110,0,282
1595,-20.9,0,0,24,3,224,0,194
3679,2,0,8,8,0,23,23,82
3743,1.4,0,18,0,0,30,0,10
4149,4.5,0,22,29,0,66,0,37
4218,4.5,0,0,92,0,12,0,0
3924,3.4,0,0,541,0,22,1,7
3286,-0.4,0,3,0,0,0,0,0
3457,-0.4,0,0,0,0,47,0,0
3357,-1.4,0,0,0,0,167,0,0
3389,-1.5,0,0,0,0,0,0,0
3662,-0.3,0,46,8,0,38,0,52
3759,0.3,0,71,28,0,71,0,35
3793,1.4,0,0,0,0,0,0,0
4106,0.7,0,0,15,0,15,0,42
3159,-4.2,0,0,7,0,7,0,21
3127,-4.5,0,0,0,0,55,0,22
3196,-3.6,0,140,0,0,11,0,44
3169,-4,0,266,0,0,38,0,90
3201,-3.4,0,63,2,0,30,4,22
3141,-3.8,0,65,0,0,44,3,27
3171,-3.7,0,0,0,0,0,0,111
1455,-14.3,0,0,0,0,143,0,95
2739,-9.5,0,6,13,0,25,3,103
1225,-17.1,0,1,171,14,381,0,73
389,-26.4,0,61,354,177,233,0,4
0,-25.9,0,2,251,52,675,0,2
1104,-19.2,40,10,418,40,468,0,0
1190,-20.3,42,5,187,30,709,0,3
1215,-19.3,49,0,107,3,764,0,0
1333,-13.2,73,38,84,245,403,35,16
1126,-20.4,13,0,104,73,764,0,6
1874,-3.4,8,56,89,24,640,21,105
1888,-2.9,23,66,193,14,393,38,135
1783,-3.7,10,74,140,13,499,39,151
1792,-3.6,15,49,73,13,418,15,303
1723,-3.9,17,133,194,34,281,27,182
1703,-3.9,19,41,281,13,399,48,134
1805,-3.6,14,43,64,54,223,28,446
1806,-1.9,2,96,50,1,607,73,110
1721,-9.1,0,191,92,2,408,41,38
1271,-5,0,116,141,11,478,28,95
1925,2.1,0,113,381,3,102,139,0
1887,-0.1,0,10,66,9,185,127,485
350,-11.4,8,3,65,11,28,181,256
1017,-7.5,6,14,203,9,22,127,217
1636,-3.9,0,85,8,688,45,15,7
991,-6.4,3,311,89,211,114,17,152
1453,-4.7,0,71,28,626,28,32,12
1446,-4.7,63,211,47,260,55,15,103
2100,3.2,13,84,16,0,28,120,566
2606,6.6,0,223,39,0,45,128,335
2724,7,0,154,46,0,10,223,319
1288,-3.4,0,53,181,14,427,113,65
1957,2.8,0,16,48,10,71,45,612
1982,2.8,0,5,90,3,42,55,683
2460,4,0,11,31,0,51,118,667
2211,-0.1,0,6,62,70,108,75,154
1655,-0.3,7,191,255,0,34,182,44
2268,-1.5,40,72,48,100,582,88,20
1205,-4.8,102,72,85,156,444,64,0
2227,-1,76,66,0,123,265,135,136
1546,-0.8,0,183,256,9,0,68,84
3029,1.8,5,193,11,6,11,238,349
2527,1,8,288,20,9,17,276,95
568,-9.2,0,93,332,10,391,53,121
565,-14,0,46,328,40,537,0,49
379,-14.3,0,20,130,3,541,2,304
1425,3,0,318,163,0,3,123,34
1551,3.8,0,45,264,0,144,68,100
339,-11.4,117,33,8,25,61,41,134
614,-9.6,46,5,0,152,110,39,255
1078,-6.5,115,100,123,274,125,24,108
977,-7,21,288,118,229,135,29,17
741,-8.4,52,42,87,304,307,19,23
1739,-1.9,141,163,48,80,242,9,256
1654,-2.6,209,42,108,283,166,36,78
1939,-0.8,42,60,41,21,18,107,97
1584,-4.4,0,150,192,9,489,21,50
1571,-1.6,0,36,124,0,716,36,16
1586,-0.3,0,117,146,1,103,143,144
1653,-11.3,10,28,6,141,15,15,1
1408,-12.7,6,6,0,26,0,9,0
1552,-11.9,13,15,9,38,19,29,0
1703,-11,4,55,6,53,12,15,0
2048,-9.1,29,120,42,68,26,63,0
2070,0.5,0,173,56,0,6,48,21
1693,-4.4,41,102,79,133,255,60,10
1758,-1.2,0,43,58,2,717,100,46
1583,-0.3,0,420,51,5,194,63,96
1221,-5.5,87,169,66,69,41,51,23
2010,1.6,0,528,12,0,0,109,43
1268,-3.1,326,72,67,93,17,52,0
1179,-5.3,349,66,38,118,133,34,20
2064,-3.4,120,118,46,27,24,27,135
1478,-6,41,104,89,51,84,64,172
1560,-4.1,0,157,214,9,147,76,0
1308,-11.4,0,308,124,132,235,45,59
2128,1.2,0,33,8,0,538,294,58
1246,-1.3,0,9,0,9,358,93,384
1425,3,0,318,163,0,3,123,34
1833,4.6,0,143,111,0,5,220,128
1440,4.5,0,0,573,0,0,0,120
999,2.7,0,0,412,0,0,0,497
663,0.8,0,0,0,0,0,0,834
413,-0.9,0,0,0,0,0,0,948
348,-1.4,0,0,0,0,0,0,912
1484,-4.7,0,98,217,144,465,15,0
1384,-0.7,0,81,311,5,332,72,26
1226,0.1,0,51,86,0,70,6,65
3311,5.7,0,31,12,0,352,177,165
1170,-1.7,175,44,19,0,57,85,21
735,-4.6,110,13,9,0,466,122,162
880,-4.5,29,3,12,1,837,17,14
1413,-1.5,3,7,2,5,748,90,102
1094,-2.9,41,18,5,41,695,18,143
650,-5.5,26,3,0,3,827,56,22
1751,-1.2,7,0,0,7,777,84,87
1120,-1.6,1,19,33,0,99,63,384
1324,-0.5,2,9,9,0,37,7,442
932,-3.7,66,3,0,8,725,43,72
750,-4.7,297,63,4,13,375,35,137
1586,0,0,207,35,0,100,115,279
1911,-0.2,33,140,60,13,20,185,158
2463,1.9,0,132,0,64,34,234,468
1502,0.5,0,6,49,6,242,182,30
2039,2.6,0,96,63,0,103,41,580
2335,3.7,0,0,0,0,0,813,125
258,-6.5,0,0,0,0,0,0,530
250,-6.6,0,0,0,0,0,0,935
243,-6.6,0,0,0,0,0,0,722
568,-4,0,0,0,0,0,0,674
354,-5.5,0,0,0,0,0,0,584
345,-5.5,0,0,0,0,0,0,349
340,-5.6,0,0,0,0,0,0,601
373,-7.1,11,6,0,2,491,0,464
687,-4.5,2,0,0,51,876,0,21
539,-6.4,0,124,53,35,212,35,495
707,-4.8,19,8,5,16,828,14,80
568,-5.5,0,3,7,7,720,0,77
480,-5.7,3,15,7,15,418,89,358
1051,-1.9,0,13,13,6,392,127,367
1099,-1.8,2,12,167,2,383,60,84
1385,-0.2,0,9,9,0,365,35,486
1215,-1.5,11,2,2,0,330,21,96
1101,-1.6,2,23,23,6,323,46,484
1101,-1.6,2,8,34,0,400,68,320
1272,-0.7,7,7,14,56,450,42,267
1245,-1,91,91,155,0,91,65,117
1161,-1.3,0,27,122,0,177,54,340
1395,-0.2,3,3,86,0,214,57,471
1449,0,2,25,61,2,173,49,555
1502,-0.1,3,29,145,3,479,130,87
1449,-0.1,48,36,48,0,119,73,166
1775,-0.3,11,16,16,4,572,87,184
1766,1.6,0,37,25,0,75,0,400
1743,1.1,0,9,18,9,127,91,692
1908,2,76,0,9,0,76,63,228
2148,1.6,0,2,0,0,704,12,105
2421,1.9,57,227,127,0,14,283,28
3093,6,0,27,0,0,296,148,202
3202,6.8,0,0,2,0,613,172,37
3110,4.7,28,0,0,169,0,0,169
3183,5,11,23,0,11,277,23,323
3287,5.4,0,13,0,0,620,63,63
3408,5.9,3,47,0,0,285,111,348
3311,5.7,0,3,0,0,316,28,261
1243,-0.8,3,593,14,0,138,3,180
1279,-0.9,17,70,0,0,157,0,559
1760,1.2,0,17,0,0,3,68,790
1444,0.3,38,95,19,0,227,4,170
1416,-0.8,0,40,0,0,13,81,417
1627,1.1,37,37,168,0,37,4,354
1766,1.9,0,34,11,0,813,2,23
1929,2.3,93,40,0,0,120,13,120
1335,-1.8,0,0,4,0,0,226,334
2265,-5.1,3,166,0,0,0,66,149
3721,7,0,0,0,0,155,0,389
3804,8.6,4,146,0,0,128,369,36
1849,-1.5,0,6,0,0,32,0,348
1954,-0.7,0,0,0,0,74,0,246
2039,0.4,0,0,0,0,0,0,934
1684,0.2,0,0,0,0,69,0,626
2230,1.1,0,0,0,0,0,17,294
2802,2.8,0,0,0,0,7,7,626
2986,3.3,0,0,0,0,53,0,657
2422,1.9,0,0,0,0,19,0,642
2530,4.7,3,620,0,0,0,220,96
3419,6.1,0,0,0,0,8,76,719
3882,7.6,0,256,0,0,32,353,256
3581,6.7,0,6,0,0,6,414,414
2815,5.8,5,103,0,0,26,232,412
4819,12.7,0,0,0,0,6,32,570
4146,6.5,0,0,0,0,9,0,125
5615,10.3,0,0,0,0,0,20,261
3430,5.4,0,26,0,0,26,26,104
3046,4.3,0,0,0,0,0,13,67
4429,7.1,0,0,0,0,0,18,44
4928,10,0,0,0,0,0,57,193
1600,0,0,19,88,3,85,268,263
1110,-3,0,26,56,7,111,52,356
1597,0,0,72,269,4,117,117,25
1597,0,0,98,205,9,60,65,114
2131,-1,8,24,41,195,251,61,142
2331,-0.2,6,29,35,138,195,22,171
2071,-1.3,13,12,20,139,274,38,139
1219,-4.8,0,19,13,37,68,10,284
1441,-3.9,0,3,3,17,39,11,66
2458,-0.1,1,37,32,18,120,157,265
2446,-0.2,0,45,45,10,55,521,191
2431,-0.2,0,21,15,47,256,36,151
2418,-0.3,11,73,31,11,200,42,220
1447,-3,23,10,33,61,606,0,140
303,-8.3,10,75,21,62,527,10,184
1363,-2.5,22,109,96,117,239,12,78
2857,-8.2,1,0,0,2,1,0,95
2691,-7,0,0,0,0,0,6,64
981,-12.6,0,0,0,0,0,0,30
1042,-12.1,0,0,1,0,0,0,25
577,-14.2,0,0,0,0,1,0,32
1349,-9.9,0,1,0,0,2,0,56
934,-12.9,1,0,0,0,3,0,30
1006,-11.3,1,0,0,0,3,0,32
1237,-10.6,0,0,0,0,2,0,56
3135,-6.1,0,0,0,0,2,0,113
921,-12.3,0,0,0,0,9,0,90
863,-13,0,0,0,4,8,0,74
217,-16,0,8,0,0,4,0,147
128,-16.8,0,2,0,0,2,0,109
929,-12.9,0,0,0,0,7,0,105
695,-14,0,1,3,1,4,0,85
1998,-8.8,0,0,0,0,1,0,79
3012,-6.3,0,0,0,0,0,0,60
4750,12,0,0,2,0,2,0,19
4750,12,0,0,0,0,0,0,5
4677,11.7,0,0,0,0,0,0,13
3961,8.7,0,0,0,0,112,0,333
4418,9.6,0,0,0,0,7,0,419
4418,9.6,0,0,5,0,8,0,551
4631,10.1,0,0,0,0,4,0,55
3475,6.8,0,0,1,0,221,0,76
3842,6.8,0,0,0,0,59,0,59
3438,7.3,0,0,0,0,223,0,98
5192,14,0,0,0,0,18,0,304
5091,13.8,0,0,12,0,20,0,72
5191,14.5,0,0,0,0,30,0,30
5042,14.1,0,0,0,0,0,0,532
4978,14,0,0,0,0,0,0,315
4337,11.7,0,0,0,0,166,0,257
4283,11.5,0,0,5,0,5,0,8
4326,11.5,0,0,0,0,7,0,37
4487,11.5,0,0,0,0,5,0,67
4487,11.5,0,0,0,0,0,0,144
3246,10.1,0,0,0,0,0,0,382
3978,9.6,0,0,0,0,0,0,38
3877,9.3,0,0,0,0,0,0,23
3899,9.3,0,0,0,0,1,0,13
3993,9.6,0,0,0,0,0,0,106
4048,9.5,0,0,0,0,3,0,146
4045,9.5,0,0,0,0,14,0,0
4661,13.5,0,0,0,0,0,5,82
4282,13.3,0,0,0,0,29,0,57
4385,12.6,0,0,0,0,0,0,85
4500,13,0,0,0,0,13,37,225
4467,12.9,0,0,0,0,0,0,837
3756,10.3,0,0,0,0,0,0,29
3966,11.1,0,0,0,0,0,0,315
4135,12.2,0,0,0,0,0,0,789
4202,12.4,0,0,0,0,0,0,25
3684,8.3,0,0,0,0,3,0,196
3991,9.2,0,0,0,0,12,0,294
3991,9.2,0,5,0,0,5,5,301
3721,8.1,0,0,0,0,15,5,39
5188,11.3,0,0,0,0,22,0,99
5188,11.3,0,0,0,0,6,0,188
4659,9.6,0,0,0,0,0,0,395
4752,10.8,0,0,8,0,0,8,327
5426,9.8,0,0,0,0,5,0,155
3252,5.1,0,0,0,0,14,0,135
3219,5,0,0,0,0,7,0,48
3120,4.7,0,0,0,0,6,0,110
3045,4.5,0,0,0,0,1,0,135
2861,3.9,0,0,0,0,3,1,17
3346,5.5,0,0,0,0,10,0,69
3374,5.5,0,0,0,0,11,3,72
4219,8.1,0,0,0,0,2,0,5
3238,4.9,0,0,0,0,1,0,37
3505,5.7,0,0,2,0,5,0,87
5207,11,0,0,0,0,7,0,86
3848,5.6,0,0,0,0,2,0,21
4118,6.4,0,0,0,0,17,0,161
4903,8.6,0,0,15,0,44,0,58
4991,10.5,0,0,0,0,55,8,0
4991,10.5,0,0,0,0,198,0,111
4903,10.2,0,0,0,0,366,8,92
5073,10.8,0,0,0,0,37,0,109
4991,10.5,0,0,0,0,79,0,103
4991,10.5,0,0,0,0,47,0,190
4603,9,0,0,0,0,14,0,73
3882,6.8,0,0,0,0,0,0,156
3937,6.8,0,0,0,0,686,0,58
3937,6.8,0,0,0,0,616,0,27
4424,8.1,0,0,0,0,15,0,306
4424,8.1,0,0,0,0,33,0,140
4357,7.9,0,0,0,0,59,14,219
4348,7.9,0,0,0,0,2,0,12
5077,10.1,0,0,0,0,28,0,322
5153,10.3,0,0,0,0,54,0,414
2111,0.7,0,0,0,0,93,23,359
2111,0.7,0,0,0,0,130,0,208
4573,8.5,0,0,0,0,18,0,21
2448,1.5,0,0,0,0,9,0,47
2488,1.6,0,0,0,0,36,0,36
2782,2.6,0,0,0,0,14,0,568
2701,2.3,0,0,0,0,13,25,174
3731,5.8,0,0,0,0,31,6,44
3832,6,0,0,0,0,66,0,236
4096,6.8,0,4,0,0,13,0,124
3895,6.3,0,0,0,0,5,0,18
3239,4.4,0,0,0,0,20,0,85
3421,4.9,0,0,0,0,22,3,66
3610,5.5,0,0,0,0,40,0,110
3798,6,0,0,0,0,16,0,105
3798,6,0,0,0,0,33,0,130
3990,6.5,0,0,0,0,202,0,70
4418,7.8,0,0,2,0,11,0,22
3680,5.7,0,0,0,0,50,0,6
3868,6.2,0,0,0,0,3,86,59
4853,9.3,0,0,0,0,681,3,66
