GDD5,MTCO,Abies,Alnus,Betula,Picea,Pinus D,Quercus D,Gramineae
448,-31.9,0,121,552,112,103,0,28
448,-31.9,0,54,688,71,71,0,0
448,-31.9,0,10,780,90,70,0,20
448,-31.9,0,40,590,200,160,0,0
420,-32.5,0,259,592,19,19,0,111
420,-32.5,0,158,421,211,158,0,53
420,-32.5,0,119,181,63,169,0,81
420,-32.5,0,157,131,179,398,0,16
420,-32.5,0,69,287,257,337,0,0
420,-32.5,0,97,693,81,129,0,0
420,-32.5,0,60,533,156,206,0,23
420,-32.5,0,188,354,83,313,0,0
420,-32.5,0,157,510,46,220,0,19
420,-32.5,0,226,334,68,240,0,68
366,-33.1,0,160,600,0,120,0,0
366,-33.1,0,0,600,0,0,0,200
366,-33.1,0,149,248,116,349,0,0
366,-33.1,0,98,310,266,293,0,3
366,-33.1,0,130,490,170,190,0,0
366,-33.1,0,128,487,128,231,0,0
366,-33.1,0,91,253,270,355,0,7
366,-33.1,0,133,600,67,200,0,0
366,-33.1,0,102,551,20,31,0,0
366,-33.1,0,286,429,0,286,0,0
366,-33.1,0,41,359,188,229,0,29
384,-32.6,0,109,544,50,257,0,0
384,-32.6,0,78,333,137,363,0,0
384,-32.6,0,73,292,167,448,0,0
384,-32.6,0,61,434,121,354,0,0
384,-32.6,0,29,317,212,385,0,10
384,-32.6,0,30,340,180,400,0,20
384,-32.6,0,85,847,0,17,0,0
384,-32.6,0,60,380,240,260,0,20
384,-32.6,0,143,542,186,129,0,0
384,-32.6,0,20,188,238,366,0,10
384,-32.6,0,38,142,170,170,0,9
384,-32.6,0,109,254,209,413,0,0
384,-32.6,0,56,196,98,161,0,28
384,-32.6,0,30,740,90,120,0,0
384,-32.6,0,50,386,158,356,0,10
338,-32.8,0,162,263,121,424,0,0
338,-32.8,0,73,129,10,30,0,0
338,-32.8,0,125,208,198,365,0,0
338,-32.8,0,152,105,76,610,0,0
338,-32.8,0,206,304,108,235,0,10
338,-32.8,0,100,180,170,550,0,0
338,-32.8,0,81,141,111,647,0,0
338,-32.8,0,98,284,157,343,0,0
338,-32.8,0,0,0,0,20,0,297
338,-32.8,0,182,354,131,323,0,0
299,-33.3,0,94,826,27,40,0,3
299,-33.3,0,78,745,39,88,0,20
299,-33.3,0,25,723,25,98,0,86
299,-33.3,0,69,495,59,337,0,20
299,-33.3,0,10,910,20,40,0,20
299,-33.3,0,76,570,95,162,0,19
299,-33.3,0,118,607,34,157,0,39
299,-33.3,0,116,567,74,211,0,21
299,-33.3,0,99,702,40,109,0,20
299,-33.3,0,71,586,101,232,0,10
278,-33.6,0,117,243,233,339,0,10
278,-33.6,0,47,271,215,327,0,0
278,-33.6,0,50,198,356,386,0,0
278,-33.6,0,262,461,44,104,0,0
278,-33.6,0,248,568,37,64,0,0
278,-33.6,0,306,497,41,54,0,7
278,-33.6,0,151,370,89,281,0,10
278,-33.6,0,137,454,96,217,0,6
280,-33.4,0,167,500,0,167,0,0
280,-33.4,0,76,238,190,429,0,0
280,-33.4,0,196,137,265,363,0,10
280,-33.4,0,98,284,186,402,0,10
280,-33.4,0,136,350,146,320,0,0
280,-33.4,0,96,221,279,327,0,0
280,-33.4,0,252,320,204,136,0,0
280,-33.4,0,260,250,200,280,0,0
280,-33.4,0,205,686,3,7,0,14
280,-33.4,0,304,196,108,284,0,10
242,-34.2,0,47,87,15,40,0,35
242,-34.2,0,0,143,0,310,0,71
242,-34.2,0,95,71,95,393,0,24
242,-34.2,0,112,187,75,350,0,65
242,-34.2,0,68,161,51,263,0,34
242,-34.2,0,76,200,67,419,0,29
242,-34.2,0,64,223,55,295,0,114
242,-34.2,0,105,244,43,143,0,81
201,-34.3,0,71,357,143,357,0,0
201,-34.3,0,138,489,21,170,0,85
201,-34.3,0,168,416,69,228,0,40
201,-34.3,0,61,173,92,603,0,31
201,-34.3,0,274,371,32,226,0,65
201,-34.3,0,141,222,81,323,0,131
148,-34.9,0,119,339,34,339,0,51
148,-34.9,0,291,359,29,233,0,10
148,-34.9,0,144,373,76,339,0,34
148,-34.9,0,395,289,26,158,0,0
148,-34.9,0,284,324,78,176,0,69
148,-34.9,0,219,319,47,226,0,43
86,-34.2,0,31,10,10,125,0,354
86,-34.2,0,91,91,0,91,0,91
86,-34.2,0,213,263,75,200,0,50
86,-34.2,0,83,183,33,133,0,108
86,-34.2,0,0,0,0,0,0,0
86,-34.2,0,45,91,0,136,0,45
86,-34.2,0,98,0,0,73,0,49
86,-34.2,0,42,113,14,21,0,7
86,-34.2,0,163,441,8,23,0,16
86,-34.2,0,9,9,19,19,0,0
62,-34.1,0,21,10,41,62,0,10
62,-34.1,0,139,109,30,158,0,307
62,-34.1,0,239,268,14,70,0,99
62,-34.1,0,7,10,7,28,0,17
62,-34.1,0,21,14,7,0,0,21
62,-34.1,0,0,10,0,29,0,19
62,-34.1,0,150,69,69,156,0,106
62,-34.1,0,87,55,11,124,0,53
62,-34.1,0,66,118,74,59,0,103
62,-34.1,0,118,125,69,97,0,90
52,-32.9,0,2,7,0,2,0,101
52,-32.9,0,111,333,0,111,0,111
52,-32.9,0,28,56,46,370,0,157
52,-32.9,0,0,0,45,364,0,182
52,-32.9,0,103,63,63,206,0,95
52,-32.9,0,59,67,8,168,0,471
52,-32.9,0,71,71,54,348,0,143
52,-32.9,0,80,180,30,330,0,180
52,-32.9,0,0,0,0,1000,0,0
40,-32.6,0,0,0,0,0,0,0
40,-32.6,0,17,72,28,72,0,17
40,-32.6,0,190,167,24,274,0,83
40,-32.6,0,0,0,0,0,0,0
40,-32.6,0,0,0,0,24,0,0
40,-32.6,0,0,0,0,37,0,0
40,-32.6,0,0,0,0,10,0,0
40,-32.6,0,12,92,6,43,0,25
2,-33.8,0,200,82,12,247,0,153
2,-33.8,0,102,92,31,296,0,194
2,-33.8,0,91,45,45,409,0,182
2,-33.8,0,40,0,80,540,0,80
2,-33.8,0,0,67,0,33,0,33
2,-33.8,0,0,143,0,500,0,0
2,-33.8,0,0,0,0,19,0,0
2,-33.8,0,63,63,63,499,0,63
2,-33.8,0,10,10,0,0,0,0
2,-33.8,0,74,111,37,407,0,74
3,-32.6,0,0,15,0,8,0,47
3,-32.6,0,0,16,8,16,0,8
3,-32.6,0,0,6,0,38,0,19
3,-32.6,0,0,16,8,23,0,31
3,-32.6,0,8,15,8,46,0,23
3,-32.6,0,0,0,5,28,0,5
3,-32.6,0,6,6,6,42,0,18
3,-32.6,0,3,3,0,12,0,6
7,-31.1,0,0,45,0,0,0,819
7,-31.1,0,0,16,0,16,0,698
7,-31.1,0,0,0,0,0,0,452
7,-31.1,0,0,0,0,0,0,0
7,-31.1,0,0,0,0,0,0,943
7,-31.1,0,0,11,0,11,0,879
7,-31.1,0,0,10,0,0,0,950
16,-30.2,0,23,0,0,23,0,0
16,-30.2,0,21,63,21,83,0,21
16,-30.2,0,0,42,28,155,0,0
16,-30.2,0,26,79,53,53,0,53
16,-30.2,0,91,0,0,121,0,91
16,-30.2,0,128,64,0,21,0,106
16,-30.2,0,59,29,15,74,0,44
16,-30.2,0,85,0,0,106,0,21
16,-30.2,0,0,0,0,0,0,0
16,-30.2,0,0,0,0,0,0,0
2,-28.9,0,0,19,0,87,0,711
2,-28.9,0,0,0,0,11,0,921
2,-28.9,0,19,19,0,48,0,741
2,-28.9,0,10,0,0,19,0,875
2,-28.9,0,43,11,11,33,0,685
2,-28.9,0,90,260,90,410,0,110
2,-28.9,0,10,10,19,78,0,747
2,-28.9,0,40,20,20,90,0,680
2,-28.9,0,10,0,10,115,0,750
2,-28.9,0,0,43,0,87,0,566
0,-29.3,0,0,0,0,0,0,876
0,-29.3,0,0,0,11,11,0,723
0,-29.3,0,0,0,0,24,0,753
0,-29.3,0,0,10,0,10,0,919
0,-29.3,0,0,0,0,0,0,948
0,-29.3,0,0,0,0,0,0,979
0,-29.3,0,0,0,0,12,0,903
0,-29.3,0,0,0,0,0,0,954
0,-29.3,0,7,0,0,3,0,956
0,-29.3,0,0,0,0,40,0,910
0,-29.3,0,0,0,0,11,0,967
331,-30.7,0,92,259,51,122,0,235
331,-30.7,0,98,286,107,295,0,54
331,-30.7,0,38,481,38,385,0,19
331,-30.7,0,66,406,132,170,0,66
331,-30.7,0,75,142,113,434,0,170
331,-30.7,0,29,495,39,165,0,243
331,-30.7,0,200,371,29,200,0,57
255,-31.2,0,3,3,10,3,0,3
255,-31.2,0,179,179,95,294,0,189
255,-31.2,0,26,39,171,659,0,13
255,-31.2,0,133,141,185,304,0,52
255,-31.2,0,121,226,112,412,0,15
255,-31.2,0,167,186,127,314,0,39
196,-32,0,148,102,273,216,0,0
196,-32,0,46,83,46,92,0,503
196,-32,0,40,90,50,150,0,280
196,-32,0,96,83,80,176,0,300
196,-32,0,19,136,194,262,0,107
196,-32,0,102,102,68,127,0,254
196,-32,0,46,174,9,46,0,459
196,-32,0,42,10,10,10,0,813
196,-32,0,0,0,200,200,0,400
196,-32,0,114,118,93,229,0,282
196,-32,0,69,79,30,79,0,655
196,-32,0,24,12,0,73,0,538
196,-32,0,91,323,40,323,0,81
171,-32.1,0,17,17,2,12,0,571
171,-32.1,0,24,24,0,41,0,554
171,-32.1,0,0,25,25,0,0,825
171,-32.1,0,23,0,46,126,0,610
171,-32.1,0,0,45,68,227,0,478
171,-32.1,0,0,100,17,58,0,258
148,-30.6,0,83,46,0,103,0,414
148,-30.6,0,11,45,34,68,0,786
148,-30.6,0,125,125,250,125,0,0
148,-30.6,0,21,43,21,21,0,798
148,-30.6,0,0,0,0,83,0,834
148,-30.6,0,22,66,29,48,0,732
148,-30.6,0,0,75,0,75,0,529
148,-30.6,0,79,16,16,95,0,556
148,-30.6,0,49,46,72,163,0,283
148,-30.6,0,59,38,76,263,0,85
93,-19.5,0,127,143,254,0,0,111
93,-19.5,0,44,133,356,133,0,111
93,-19.5,0,41,102,204,51,0,194
93,-19.5,0,29,38,29,0,0,10
93,-19.5,0,417,370,74,9,0,37
86,-19.9,0,16,42,37,21,0,232
86,-19.9,0,44,22,289,289,0,156
86,-19.9,0,10,61,101,51,0,131
86,-19.9,0,38,59,16,22,0,827
86,-19.9,0,76,71,81,24,0,327
86,-19.9,0,74,106,74,53,0,101
160,-20.4,0,186,310,38,9,0,35
160,-20.4,0,88,267,41,2,0,41
95,-21.2,0,352,454,46,19,0,28
95,-21.2,0,123,245,311,66,0,38
95,-21.2,0,730,80,30,10,0,140
29,-23.1,0,61,87,84,36,0,10
29,-23.1,0,110,251,181,43,0,20
29,-23.1,0,129,160,91,60,0,22
29,-23.1,0,195,307,177,48,0,65
29,-23.1,0,206,304,377,10,0,44
96,-20.3,0,205,108,57,28,0,125
96,-20.3,0,111,257,47,6,0,41
96,-20.3,0,107,602,194,29,0,10
96,-20.3,0,122,623,112,51,0,20
96,-20.3,0,94,378,170,9,0,94
96,-20.3,0,151,736,14,10,0,17
96,-20.3,0,509,308,5,11,0,32
96,-20.3,0,267,494,83,56,0,33
96,-20.3,0,490,313,36,5,0,21
96,-20.3,0,101,684,40,0,0,64
96,-20.3,0,144,411,61,13,0,109
20,-23.4,0,228,137,249,36,0,46
20,-23.4,0,119,123,179,60,0,136
20,-23.4,0,361,175,31,0,0,144
20,-23.4,0,163,219,330,42,0,114
20,-23.4,0,172,229,216,22,0,66
215,-19.8,0,214,545,156,31,0,3
215,-19.8,0,332,535,90,8,0,4
215,-19.8,0,320,238,327,35,0,11
215,-19.8,0,281,318,171,27,0,14
215,-19.8,0,561,276,35,0,0,21
215,-19.8,0,559,222,19,6,0,25
188,-20.1,0,158,531,70,26,0,31
188,-20.1,0,111,257,199,41,0,53
188,-20.1,0,97,630,87,23,0,3
188,-20.1,0,132,239,81,67,0,171
439,-23.1,0,156,122,378,33,0,89
439,-23.1,0,20,51,214,0,0,0
439,-23.1,0,43,43,234,0,0,0
51,-21.6,0,68,129,56,12,0,275
51,-21.6,0,45,66,101,10,0,153
29,-22.7,0,83,102,58,19,0,88
29,-22.7,0,112,96,264,16,0,256
29,-22.7,0,267,412,154,42,0,16
29,-22.7,0,247,318,97,32,0,18
29,-22.7,0,174,150,127,50,0,21
29,-22.7,0,128,206,92,43,0,142
253,-22.8,0,120,420,430,0,0,0
253,-22.8,0,120,610,150,20,0,0
253,-22.8,0,60,590,270,40,0,20
253,-22.8,0,79,514,347,40,0,10
313,-21.3,0,48,162,656,48,0,10
313,-21.3,0,45,70,680,8,0,4
313,-21.3,0,37,94,856,10,0,0
313,-21.3,0,70,628,298,2,0,2
137,-22.5,0,122,582,92,31,0,20
137,-22.5,0,27,265,487,62,0,27
137,-22.5,0,52,574,113,26,0,26
12,-24.2,0,48,150,449,13,0,48
12,-24.2,0,140,476,303,16,0,13
101,-25.9,0,10,38,14,14,0,124
101,-25.9,0,88,88,18,158,0,96
101,-25.9,0,167,0,83,417,0,0
10,-28.2,0,9,27,0,27,0,234
10,-28.2,0,47,12,12,93,0,221
10,-28.2,0,9,13,4,17,0,313
10,-28.2,0,10,69,0,29,0,255
10,-28.2,0,10,10,0,19,0,699
193,-21.5,0,309,266,289,23,0,60
206,-19.3,0,93,93,53,0,0,467
189,-21.5,0,20,434,303,20,0,20
568,-30.4,0,75,121,422,353,0,6
552,-30.5,0,167,246,333,225,0,14
511,-31.1,0,386,157,165,197,0,8
474,-31.7,0,131,162,354,333,0,0
455,-31.8,0,165,191,261,339,0,0
443,-31.9,0,71,184,194,173,0,41
429,-32.1,0,125,320,234,297,0,0
429,-32,0,71,343,222,237,0,5
448,-31.9,0,57,453,208,170,0,9
420,-32.5,0,146,376,107,247,0,34
366,-33.1,0,111,333,183,278,0,8
384,-32.6,0,67,371,152,295,0,10
338,-32.8,0,109,185,92,303,0,25
299,-33.3,0,80,689,43,130,0,29
278,-33.6,0,178,408,109,201,0,6
280,-33.4,0,186,363,142,230,0,9
242,-34.2,0,77,166,44,215,0,61
201,-34.3,0,143,338,65,325,0,65
148,-34.9,0,225,333,49,245,0,39
86,-34.2,0,84,157,24,72,0,72
62,-34.1,0,74,62,31,80,0,68
52,-32.9,0,43,52,26,164,0,164
40,-32.6,0,32,53,11,64,0,21
2,-33.8,0,68,51,17,203,0,85
3,-32.6,0,0,11,5,26,0,16
7,-31.1,0,0,14,0,0,0,780
16,-30.2,0,67,44,22,67,0,44
2,-28.9,0,22,43,22,98,0,685
0,-29.3,0,0,0,0,8,0,922
331,-30.7,0,78,325,70,225,0,155
255,-31.2,0,91,131,97,278,0,34
196,-32,0,75,103,68,151,0,377
171,-32.1,0,15,29,15,44,0,537
148,-30.6,0,48,48,41,124,0,448
93,-19.5,0,145,169,157,24,0,84
86,-19.9,0,41,65,71,47,0,314
160,-20.4,0,135,286,39,6,0,39
95,-21.2,0,394,269,135,29,0,67
29,-23.1,0,133,210,166,41,0,30
96,-20.3,0,138,346,100,23,0,62
96,-20.3,0,240,540,36,12,0,44
20,-23.4,0,184,179,231,38,0,99
215,-19.8,0,373,355,136,18,0,14
188,-20.1,0,125,415,98,42,0,75
439,-23.1,0,74,74,273,11,0,32
51,-21.6,0,55,89,85,13,0,199
29,-22.7,0,173,224,116,34,0,68
253,-22.8,0,98,529,294,29,0,10
313,-21.3,0,54,335,548,12,0,3
137,-22.5,0,64,468,239,37,0,28
12,-24.2,0,92,309,373,16,0,32
101,-25.9,0,45,54,18,80,0,107
10,-28.2,0,19,28,0,28,0,340
513,-18.4,10,96,87,775,16,0,0
2277,-8.5,6,11,41,11,23,439,100
1547,-9.2,52,30,578,82,126,33,25
1861,-6.4,6,29,348,46,187,135,96
1559,-10,27,34,441,144,91,61,0
1748,-8.4,18,30,415,58,125,62,81
2075,-6.1,0,27,417,23,98,120,23
2452,-1.3,0,32,213,0,63,505,43
2358,-2.3,0,31,249,12,105,438,101
813,-12.8,87,9,560,12,129,45,27
825,-12.8,37,3,453,65,91,57,28
947,-12,46,3,514,50,92,79,16
575,-14.1,28,38,519,71,91,46,59
2056,-4.9,0,51,361,8,123,214,48
2013,-5.3,0,14,246,24,240,229,48
1963,-5.2,0,95,355,78,86,95,78
2184,-4.6,0,14,252,19,138,257,23
1048,-13.7,33,68,187,417,108,9,21
10,-28.3,0,70,32,8,14,0,24
478,-18.8,88,288,108,364,97,1,22
459,-19,102,52,195,219,107,3,47
2132,-1.4,0,19,105,6,489,239,33
1600,-6.7,11,11,402,195,252,22,16
1672,-5.3,11,26,261,298,262,41,41
422,-22.9,0,153,228,160,24,0,3
439,-23.1,0,71,71,273,11,0,28
104,-25.7,0,35,54,29,54,0,6
101,-25.9,0,42,54,18,77,0,110
90,-22.1,0,50,74,43,33,0,227
2287,-0.7,0,12,153,0,135,0,230
1027,-16.7,47,36,126,529,175,7,25
941,-17.3,135,70,308,70,184,8,104
575,-14.1,19,27,517,76,79,62,37
1564,-12.6,32,22,320,90,109,17,108
1649,-11.3,8,32,341,66,209,82,106
181,-24.3,0,99,458,172,19,0,15
1592,-12.5,10,43,351,114,228,30,122
1790,-8.9,11,34,557,45,63,30,46
2602,-0.3,0,0,134,27,175,212,265
1578,-10.3,34,20,406,165,135,41,18
1415,-11.2,32,29,551,148,82,42,26
1725,-10,37,20,405,125,160,52,20
1753,-9.4,20,18,409,221,87,56,12
1966,-10.1,1,42,334,46,125,80,109
1821,-11,46,41,427,36,148,90,10
1985,-5.5,0,9,89,5,321,152,125
473,-22.4,0,415,168,276,78,0,9
1536,-12.5,10,5,727,97,121,12,4
1428,-14.2,37,7,256,232,399,8,0
1443,-13.9,39,12,208,148,498,12,0
1392,-14.8,19,5,228,189,449,9,0
2323,-3.5,0,94,31,10,354,230,41
6968,19.3,0,0,0,0,129,27,65
1041,-20.2,2,71,171,426,167,8,12
2370,-5,0,8,23,5,50,433,129
1497,-10.9,7,16,187,51,586,25,38
1610,-11.6,21,72,340,16,234,73,38
2277,-8.5,3,11,43,6,34,411,99
1999,-12,0,56,173,4,183,364,40
2231,-6.7,0,0,0,14,134,23,176
1716,-15.6,11,48,143,14,530,80,48
1972,-13.8,3,5,2,5,67,6,111
1099,-21.1,2,68,119,241,446,13,21
1318,-19.6,1,101,120,351,268,8,26
1334,-20,4,51,55,140,685,5,19
1391,-19.5,5,48,52,80,736,2,40
1123,-23,1,107,147,225,460,0,7
1305,-20.9,0,77,120,219,271,2,91
1266,-20.8,1,83,101,203,311,1,104
1132,-22.5,1,137,171,211,426,0,7
1411,-17.5,0,25,22,22,149,2,170
1169,-21.4,0,87,115,292,427,1,8
1071,-23.2,1,42,71,225,616,0,8
1086,-22.9,0,47,87,280,541,0,9
1208,-19.9,3,179,275,141,242,15,34
736,-26.8,0,138,53,87,667,0,0
773,-27.3,0,484,203,138,161,0,1
1086,-19.9,2,122,144,118,377,0,73
1628,-11.7,35,33,326,146,184,26,175
7020,19.7,0,0,0,0,376,12,12
7020,19.7,0,6,0,0,442,6,26
7038,19.7,0,0,0,0,70,16,3
7050,19.8,0,0,0,0,223,14,8
7062,19.8,0,4,0,0,486,70,14
7074,19.8,0,6,0,0,366,64,29
7050,19.7,0,0,0,0,486,75,37
929,-21.1,0,108,186,427,156,5,9
1067,-20,1,88,256,435,122,5,8
1494,-10.9,14,49,354,49,314,45,15
1638,-12.3,4,15,338,14,530,38,4
461,-28.4,0,50,51,294,262,0,14
1348,-19.8,6,100,89,263,494,5,4
1359,-5.4,0,10,5,5,388,0,63
1134,0.7,0,155,0,195,390,0,0
1552,-9.7,3,9,0,306,682,0,0
1239,-14.9,5,34,46,50,283,0,378
1339,-13.3,6,40,12,76,342,0,259
1317,-13.9,3,19,0,95,269,0,355
1337,-15.2,26,10,39,118,506,0,267
1279,-11.7,7,17,31,94,607,0,164
1335,-13.2,15,18,12,219,553,0,101
1228,-11.2,3,47,35,35,423,0,239
1311,-9.5,8,18,29,87,264,0,285
1367,-9.2,6,3,9,12,268,0,205
1510,-8.3,21,24,18,42,635,0,136
1294,-10.2,10,26,3,120,168,0,266
1239,-9.9,18,9,15,65,633,0,126
1405,-10.3,22,73,51,162,351,0,148
1412,-12.7,8,8,17,13,247,0,228
1491,-13.4,3,0,10,95,474,0,160
1133,-12.9,3,26,19,330,590,0,17
1013,-13.2,8,12,0,139,829,0,4
701,-16.7,0,16,0,230,709,0,26
1104,-11.9,8,8,6,203,679,0,73
1143,-13.3,0,6,9,219,711,0,33
1222,-13.5,10,14,24,125,737,0,35
1396,-9.2,0,21,6,192,653,0,53
1267,-14.4,9,57,22,103,190,0,370
536,-13.3,6,9,6,93,790,0,57
320,-15,0,5,0,154,789,0,11
720,-12.1,20,17,0,136,776,0,29
1329,-8.8,3,15,12,123,567,0,87
1356,-8.8,6,34,0,129,609,0,132
1342,-10.1,3,3,3,56,437,0,279
1504,-10.2,17,10,10,14,502,0,169
1633,-10.1,0,19,6,49,531,0,155
1688,-10.6,6,9,6,12,536,0,121
1800,-11.2,3,6,6,51,227,0,309
1037,-15.1,9,15,0,132,763,0,32
1141,-14.5,0,3,12,35,650,0,135
1462,-12.4,3,34,12,40,282,0,324
1692,-9.8,0,9,0,57,291,0,228
1654,-8.9,14,37,51,5,516,5,120
1481,-8.7,0,4,0,28,133,0,85
1226,-14.6,0,28,22,158,548,0,158
1276,-14.3,0,9,26,191,680,0,62
1214,-15,0,87,100,71,372,0,254
977,-15.8,5,25,17,107,462,0,326
955,-18,6,24,18,52,433,0,393
1257,-16.9,0,48,9,161,346,0,284
1146,-9.7,30,3,13,52,740,0,99
456,-14,17,3,7,109,577,0,172
953,-11.1,0,12,3,137,741,0,64
1363,-11.6,27,3,3,42,573,0,149
1298,-15.5,9,14,6,18,497,0,260
1319,-16.1,6,9,25,31,465,0,291
1319,-17.7,0,19,16,137,359,0,155
1383,-17.6,13,39,35,49,335,0,146
1442,-17.5,7,16,20,31,241,0,361
1460,-17.7,0,17,7,34,268,0,193
1463,-16.9,0,3,3,22,210,0,97
1511,-16.3,0,29,20,8,142,0,231
1431,-14.8,0,15,12,18,178,0,175
192,-18.3,12,48,24,48,826,0,12
1273,-13.8,0,129,164,73,488,0,67
1312,-13.2,5,35,80,58,372,0,171
1210,-13,28,60,53,153,191,0,163
998,-13.3,6,6,31,283,481,0,6
1204,-15.6,6,43,66,141,533,0,130
1238,-16.7,3,32,19,193,288,0,129
1286,-15.5,0,38,40,160,295,0,250
1277,-17.4,0,44,13,56,161,0,212
1309,-12.4,78,28,20,87,367,0,122
1883,-3.6,0,28,28,14,423,0,296
1357,-6.9,6,11,6,34,925,0,11
1533,4.7,0,0,0,216,88,0,77
735,-11.6,0,24,18,15,875,0,65
1458,-8.7,13,0,13,80,828,0,58
1545,-8.6,4,23,6,26,809,0,122
1151,-9.9,6,3,3,23,926,0,29
1146,-16.5,0,59,79,98,203,0,455
1088,-10,0,8,11,26,890,0,62
1676,-6.1,3,6,22,9,804,0,152
1609,-7,59,25,45,69,776,0,22
1233,-9.2,20,29,16,42,854,0,0
1233,-9.2,9,35,19,47,877,3,0
1597,-0.4,8,571,25,7,66,0,53
1298,-2.1,3,358,18,4,51,1,6
1264,1.3,0,83,0,59,750,0,24
1326,1.3,0,231,0,16,615,0,16
1340,3.5,22,361,0,129,488,0,0
1378,3.7,15,140,0,70,535,0,57
1375,3.6,45,136,0,71,597,0,0
1417,2,32,380,0,32,302,0,15
1352,-1.3,16,104,27,5,698,0,89
1482,2.5,0,378,0,102,276,0,0
256,-12.5,68,606,81,36,186,0,9
1321,1.5,40,117,112,73,172,0,9
485,-12.1,4,50,8,41,890,0,2
598,-18.8,15,15,8,79,871,0,0
944,-12.8,38,14,19,134,633,0,2
420,-14.8,149,0,2,277,520,0,2
792,-12,8,2,0,20,950,0,12
1399,3.1,24,114,0,56,416,0,37
959,-10.8,0,2,0,15,924,0,35
930,-9.7,7,17,9,17,376,0,75
1598,-7.5,33,16,9,74,812,0,6
1371,-15,12,116,164,87,529,0,19
1243,2.2,0,119,0,424,424,0,0
1156,0.3,24,120,0,61,795,0,0
1140,-0.1,0,237,32,80,634,0,0
1447,1.7,72,174,0,72,609,0,0
1407,2.2,13,160,0,67,747,0,0
1329,2.2,0,275,0,12,426,0,12
1384,1.8,70,225,0,70,396,0,0
2012,4.4,10,549,24,4,55,137,41
1819,-3.9,0,0,0,10,220,5,329
1577,-11.3,38,16,419,32,229,41,32
2108,-2.6,12,53,28,28,670,0,28
1399,-13.2,37,43,215,85,542,20,3
1500,-12.5,4,24,162,34,656,24,24
2010,-5.7,6,6,12,6,118,12,142
2007,-3.1,2,32,0,2,859,0,32
1834,-4,23,11,0,2,891,0,58
1290,-6.3,42,29,0,0,575,0,168
2005,-3.1,22,22,0,5,897,0,22
1290,-6.3,44,66,5,11,638,0,88
1867,-3.9,109,0,0,11,743,0,109
1222,-6.6,127,53,5,32,529,0,22
1328,-6.1,91,57,0,8,773,0,0
1257,-6.5,127,81,81,5,404,0,115
1257,-6.5,152,38,38,0,532,0,76
1257,-6.5,157,224,6,11,359,0,79
1634,-5.4,41,71,0,71,735,0,10
1868,-3.9,44,44,0,33,797,0,33
1867,-3.9,35,0,0,46,896,0,0
1920,-3.6,109,63,5,31,697,0,52
1439,-5.8,91,101,0,40,728,0,20
988,-8.8,12,36,0,0,800,0,109
1085,-8.1,28,42,0,7,726,0,140
1178,-17.8,2,97,331,244,205,0,19
1849,-3.6,6,29,52,26,772,0,42
2230,-1.8,0,34,0,0,423,0,128
2175,-2,0,11,0,0,477,0,218
2355,-1.3,0,49,0,0,382,0,225
2245,-1.7,0,5,0,0,337,0,224
2107,-2.5,0,24,0,12,810,0,125
2228,-1.8,0,43,0,0,195,0,157
2488,-1,0,26,0,0,179,0,59
2426,-1,0,16,0,0,103,0,39
2043,-2.5,0,19,6,6,258,0,147
2502,-0.8,0,22,0,0,156,0,56
2303,-1.6,0,18,0,11,305,0,57
2265,-2.3,5,57,0,5,433,0,87
2107,-2.5,0,11,0,5,787,0,133
1936,-2.9,0,38,0,5,518,0,43
2380,-1.1,0,49,0,14,603,0,184
2303,-1.9,10,5,0,10,317,0,82
2359,-1.3,0,37,0,30,427,0,103
2390,-1.1,0,15,0,10,267,0,85
2326,-1.6,5,0,0,5,601,0,26
2449,-0.9,0,0,0,5,342,0,60
2658,-0.2,0,71,0,14,702,0,120
2502,-0.8,0,15,0,5,209,0,53
2552,-0.6,6,21,0,12,601,0,313
2537,-0.6,0,10,5,0,159,0,95
2471,-1,11,5,0,11,556,0,182
2549,-0.6,0,71,0,0,419,0,185
2689,0,0,21,0,11,400,0,98
2211,-2,0,35,0,0,81,0,76
2540,-0.6,0,0,0,5,41,0,25
2473,-0.8,5,41,0,5,567,0,216
2618,-0.4,0,5,0,5,241,0,119
2465,-1,5,35,0,23,491,0,210
2235,-1.9,0,10,0,0,211,0,71
2651,-0.2,10,33,0,28,453,0,111
2680,-0.1,0,33,0,0,189,0,11
2533,-1,5,11,0,23,446,0,125
2367,-1.4,0,5,0,0,573,0,270
2545,-0.6,0,0,0,11,471,0,87
2636,-0.5,0,10,0,26,612,0,112
2357,-1.6,0,0,0,0,680,0,0
2463,-0.9,5,17,0,11,592,0,103
2450,-0.9,0,0,0,0,701,0,188
2569,-1,0,33,0,0,386,0,156
2455,-0.9,0,27,0,13,567,0,66
2446,-1.1,0,77,0,0,434,0,66
2453,-1.2,0,23,0,23,236,0,47
1862,-3.2,0,78,0,0,203,0,213
2417,-1.2,0,26,36,10,354,0,26
2220,-2.1,5,16,0,11,242,0,38
2673,-0.3,0,15,0,15,190,0,80
2682,-0.2,0,42,0,0,260,0,138
2239,-1.7,5,16,0,16,410,0,147
2260,-1.7,0,0,5,0,203,0,105
1892,-2.9,0,16,5,21,517,0,108
1846,-3.1,0,23,5,11,391,0,90
1788,-3.3,0,22,0,5,301,0,65
1611,-3.9,0,11,0,6,206,0,86
2725,0.1,0,10,0,0,91,0,20
